id,label,position_of_motif_A,position_of_motif_B,gaplength,total_deletions_in_sequence,sequence_length
seq3358,B_only,,28.0,,13,150
seq3359,both,77.0,115.0,30.0,10,150
seq3360,both,16.0,63.0,40.0,0,150
seq3361,both,33.0,132.0,90.0,6,150
seq3362,both,61.0,142.0,70.0,11,150
seq3363,A_only,46.0,,,13,150
seq3364,B_only,,55.0,,13,150
seq3365,B_only,,23.0,,0,150
seq3366,both,12.0,71.0,50.0,10,150
seq3367,both,80.0,117.0,30.0,0,150
seq3368,A_only,26.0,,,13,150
seq3369,no_motif,,,,15,150
seq3370,A_only,0.0,,,0,150
seq3371,both,40.0,80.0,30.0,13,150
seq3372,A_only,40.0,,,14,150
seq3373,A_only,117.0,,,13,150
seq3374,B_only,,41.0,,14,150
seq3375,both,8.0,65.0,50.0,0,150
seq3376,B_only,,5.0,,0,150
seq3377,B_only,,139.0,,14,150
seq3378,A_only,13.0,,,14,150
seq3379,A_only,53.0,,,14,150
seq3380,A_only,0.0,,,14,150
seq3381,both,59.0,97.0,30.0,10,150
seq3382,A_only,104.0,,,0,150
seq3383,A_only,111.0,,,0,150
seq3384,B_only,,32.0,,14,150
seq3385,A_only,105.0,,,13,150
seq3386,both,8.0,68.0,50.0,11,150
seq3387,A_only,130.0,,,14,150
seq3388,A_only,117.0,,,13,150
seq3389,A_only,76.0,,,0,150
seq3390,B_only,,31.0,,0,150
seq3391,both,15.0,120.0,90.0,11,150
seq3392,no_motif,,,,15,150
seq3393,no_motif,,,,0,150
seq3394,B_only,,50.0,,14,150
seq3395,both,10.0,49.0,30.0,12,150
seq3396,no_motif,,,,15,150
seq3397,both,55.0,82.0,20.0,0,150
seq3398,both,2.0,95.0,80.0,11,150
seq3399,both,26.0,123.0,90.0,0,150
seq3400,A_only,90.0,,,0,150
seq3401,both,44.0,139.0,80.0,13,150
seq3402,both,36.0,138.0,90.0,9,150
seq3403,both,59.0,96.0,30.0,0,150
seq3404,both,12.0,119.0,100.0,0,150
seq3405,A_only,44.0,,,13,150
seq3406,B_only,,2.0,,0,150
seq3407,no_motif,,,,15,150
seq3408,both,0.0,80.0,70.0,9,150
seq3409,both,100.0,118.0,10.0,13,150
seq3410,both,13.0,118.0,90.0,11,150
seq3411,both,7.0,35.0,20.0,12,150
seq3412,A_only,126.0,,,13,150
seq3413,both,17.0,124.0,100.0,0,150
seq3414,B_only,,32.0,,14,150
seq3415,B_only,,62.0,,0,150
seq3416,B_only,,91.0,,14,150
seq3417,B_only,,29.0,,13,150
seq3418,no_motif,,,,15,150
seq3419,both,32.0,122.0,80.0,8,150
seq3420,both,69.0,117.0,40.0,9,150
seq3421,B_only,,138.0,,14,150
seq3422,B_only,,49.0,,13,150
seq3423,both,83.0,120.0,30.0,0,150
seq3424,both,98.0,126.0,20.0,11,150
seq3425,A_only,95.0,,,13,150
seq3426,both,44.0,104.0,50.0,10,150
seq3427,B_only,,74.0,,13,150
seq3428,B_only,,34.0,,13,150
seq3429,both,28.0,76.0,40.0,9,150
seq3430,B_only,,46.0,,13,150
seq3431,both,30.0,134.0,90.0,11,150
seq3432,no_motif,,,,0,150
seq3433,A_only,5.0,,,0,150
seq3434,B_only,,47.0,,13,150
seq3435,both,0.0,51.0,40.0,13,150
seq3436,no_motif,,,,15,150
seq3437,no_motif,,,,15,150
seq3438,B_only,,63.0,,14,150
seq3439,both,102.0,140.0,30.0,12,150
seq3440,A_only,44.0,,,0,150
seq3441,B_only,,137.0,,14,150
seq3442,no_motif,,,,15,150
seq3443,no_motif,,,,15,150
seq3444,both,24.0,136.0,100.0,8,150
seq3445,B_only,,62.0,,14,150
seq3446,B_only,,140.0,,0,150
seq3447,B_only,,49.0,,0,150
seq3448,no_motif,,,,15,150
seq3449,both,73.0,123.0,40.0,12,150
seq3450,both,29.0,126.0,90.0,0,150
seq3451,both,1.0,68.0,60.0,0,150
seq3452,both,52.0,99.0,40.0,0,150
seq3453,both,109.0,126.0,10.0,0,150
seq3454,no_motif,,,,15,150
seq3455,B_only,,120.0,,14,150
seq3456,both,74.0,111.0,30.0,0,150
seq3457,A_only,83.0,,,14,150
seq3458,A_only,10.0,,,14,150
seq3459,both,11.0,84.0,60.0,12,150
seq3460,both,22.0,109.0,80.0,0,150
seq3461,both,6.0,107.0,90.0,8,150
seq3462,B_only,,37.0,,13,150
seq3463,A_only,77.0,,,0,150
seq3464,both,36.0,117.0,70.0,9,150
seq3465,B_only,,66.0,,13,150
seq3466,both,42.0,104.0,50.0,12,150
seq3467,both,126.0,143.0,10.0,0,150
seq3468,B_only,,79.0,,13,150
seq3469,no_motif,,,,15,150
seq3470,both,4.0,120.0,100.0,12,150
seq3471,A_only,138.0,,,14,150
seq3472,A_only,111.0,,,14,150
seq3473,both,57.0,75.0,10.0,12,150
seq3474,no_motif,,,,15,150
seq3475,A_only,139.0,,,14,150
seq3476,both,52.0,132.0,70.0,9,150
seq3477,both,33.0,136.0,90.0,10,150
seq3478,both,22.0,72.0,40.0,12,150
seq3479,no_motif,,,,15,150
seq3480,no_motif,,,,15,150
seq3481,B_only,,1.0,,15,150
seq3482,both,79.0,127.0,40.0,9,150
seq3483,both,30.0,57.0,20.0,0,150
seq3484,both,27.0,109.0,70.0,10,150
seq3485,A_only,85.0,,,0,150
seq3486,both,19.0,125.0,90.0,11,150
seq3487,A_only,11.0,,,14,150
seq3488,B_only,,79.0,,13,150
seq3489,B_only,,129.0,,0,150
seq3490,B_only,,56.0,,13,150
seq3491,A_only,105.0,,,13,150
seq3492,no_motif,,,,15,150
seq3493,both,22.0,129.0,100.0,0,150
seq3494,B_only,,14.0,,13,150
seq3495,A_only,62.0,,,0,150
seq3496,A_only,22.0,,,14,150
seq3497,B_only,,3.0,,0,150
seq3498,both,56.0,103.0,40.0,0,150
seq3499,both,53.0,126.0,60.0,12,150
seq3500,both,64.0,82.0,10.0,13,150
seq3501,both,35.0,84.0,40.0,10,150
seq3502,B_only,,91.0,,14,150
seq3503,A_only,107.0,,,13,150
seq3504,B_only,,41.0,,0,150
seq3505,both,75.0,124.0,40.0,10,150
seq3506,both,47.0,134.0,80.0,0,150
seq3507,both,101.0,129.0,20.0,12,150
seq3508,both,3.0,84.0,70.0,10,150
seq3509,A_only,51.0,,,14,150
seq3510,B_only,,49.0,,0,150
seq3511,B_only,,54.0,,13,150
seq3512,A_only,136.0,,,14,150
seq3513,both,58.0,87.0,20.0,12,150
seq3514,B_only,,45.0,,13,150
seq3515,no_motif,,,,15,150
seq3516,both,58.0,135.0,70.0,0,150
seq3517,no_motif,,,,15,150
seq3518,A_only,80.0,,,0,150
seq3519,both,56.0,103.0,40.0,0,150
seq3520,B_only,,112.0,,0,150
seq3521,B_only,,112.0,,14,150
seq3522,both,0.0,97.0,90.0,0,150
seq3523,both,21.0,128.0,100.0,0,150
seq3524,A_only,123.0,,,14,150
seq3525,both,76.0,116.0,30.0,12,150
seq3526,B_only,,36.0,,13,150
seq3527,both,104.0,132.0,20.0,12,150
seq3528,B_only,,34.0,,13,150
seq3529,A_only,138.0,,,14,150
seq3530,both,31.0,118.0,80.0,0,150
seq3531,B_only,,95.0,,13,150
seq3532,A_only,138.0,,,14,150
seq3533,B_only,,15.0,,0,150
seq3534,B_only,,19.0,,13,150
seq3535,no_motif,,,,15,150
seq3536,no_motif,,,,0,150
seq3537,A_only,126.0,,,13,150
seq3538,A_only,55.0,,,13,150
seq3539,B_only,,139.0,,14,150
seq3540,A_only,126.0,,,0,150
seq3541,B_only,,17.0,,13,150
seq3542,A_only,113.0,,,14,150
seq3543,A_only,127.0,,,13,150
seq3544,A_only,57.0,,,13,150
seq3545,both,6.0,118.0,100.0,8,150
seq3546,B_only,,61.0,,14,150
seq3547,A_only,36.0,,,13,150
seq3548,both,98.0,126.0,20.0,11,150
seq3549,both,57.0,95.0,30.0,10,150
seq3550,both,17.0,115.0,90.0,4,150
seq3551,B_only,,62.0,,14,150
seq3552,A_only,126.0,,,13,150
seq3553,both,20.0,37.0,10.0,0,150
seq3554,B_only,,130.0,,14,150
seq3555,both,28.0,131.0,90.0,9,150
seq3556,B_only,,29.0,,13,150
seq3557,B_only,,64.0,,13,150
seq3558,A_only,92.0,,,14,150
seq3559,B_only,,134.0,,0,150
seq3560,no_motif,,,,15,150
seq3561,both,62.0,90.0,20.0,12,150
seq3562,B_only,,95.0,,0,150
seq3563,both,8.0,117.0,100.0,5,150
seq3564,both,20.0,93.0,60.0,13,150
seq3565,both,20.0,102.0,70.0,11,150
seq3566,both,67.0,95.0,20.0,11,150
seq3567,A_only,105.0,,,0,150
seq3568,both,28.0,46.0,10.0,12,150
seq3569,both,5.0,65.0,50.0,11,150
seq3570,both,74.0,141.0,60.0,0,150
seq3571,B_only,,28.0,,0,150
seq3572,B_only,,76.0,,0,150
seq3573,B_only,,37.0,,13,150
seq3574,A_only,32.0,,,14,150
seq3575,B_only,,128.0,,13,150
seq3576,A_only,5.0,,,14,150
seq3577,A_only,102.0,,,14,150
seq3578,A_only,96.0,,,0,150
seq3579,both,61.0,128.0,60.0,0,150
seq3580,both,44.0,141.0,90.0,0,150
seq3581,B_only,,49.0,,0,150
seq3582,B_only,,91.0,,14,150
seq3583,both,14.0,64.0,40.0,11,150
seq3584,both,6.0,86.0,70.0,9,150
seq3585,no_motif,,,,15,150
seq3586,A_only,17.0,,,0,150
seq3587,both,106.0,143.0,30.0,0,150
seq3588,both,58.0,128.0,60.0,9,150
seq3589,B_only,,6.0,,0,150
seq3590,no_motif,,,,15,150
seq3591,both,40.0,87.0,40.0,0,150
seq3592,B_only,,13.0,,14,150
seq3593,both,34.0,111.0,70.0,0,150
seq3594,B_only,,131.0,,0,150
seq3595,both,54.0,92.0,30.0,11,150
seq3596,both,43.0,131.0,80.0,6,150
seq3597,A_only,4.0,,,14,150
seq3598,no_motif,,,,0,150
seq3599,both,62.0,119.0,50.0,0,150
seq3600,no_motif,,,,15,150
seq3601,no_motif,,,,15,150
seq3602,both,53.0,135.0,70.0,11,150
seq3603,A_only,78.0,,,13,150
seq3604,B_only,,126.0,,0,150
seq3605,A_only,134.0,,,0,150
seq3606,both,12.0,69.0,50.0,0,150
seq3607,B_only,,112.0,,0,150
seq3608,B_only,,36.0,,13,150
seq3609,B_only,,10.0,,14,150
seq3610,both,94.0,133.0,30.0,12,150
seq3611,no_motif,,,,0,150
seq3612,B_only,,137.0,,0,150
seq3613,A_only,66.0,,,13,150
seq3614,both,36.0,133.0,90.0,0,150
seq3615,A_only,35.0,,,13,150
seq3616,no_motif,,,,15,150
seq3617,both,12.0,109.0,90.0,0,150
seq3618,both,35.0,97.0,50.0,12,150
seq3619,both,29.0,112.0,70.0,11,150
seq3620,B_only,,42.0,,14,150
seq3621,A_only,103.0,,,0,150
seq3622,A_only,118.0,,,13,150
seq3623,both,89.0,140.0,40.0,13,150
seq3624,both,23.0,80.0,50.0,0,150
seq3625,A_only,43.0,,,14,150
seq3626,B_only,,87.0,,13,150
seq3627,A_only,37.0,,,13,150
seq3628,A_only,62.0,,,14,150
seq3629,no_motif,,,,15,150
seq3630,A_only,125.0,,,13,150
seq3631,B_only,,134.0,,14,150
seq3632,both,38.0,66.0,20.0,11,150
seq3633,A_only,77.0,,,13,150
seq3634,both,58.0,118.0,50.0,10,150
seq3635,B_only,,44.0,,0,150
seq3636,both,45.0,127.0,70.0,10,150
seq3637,no_motif,,,,15,150
seq3638,both,26.0,120.0,80.0,11,150
seq3639,both,59.0,141.0,70.0,11,150
seq3640,both,16.0,119.0,90.0,9,150
seq3641,A_only,44.0,,,13,150
seq3642,B_only,,100.0,,14,150
seq3643,A_only,108.0,,,13,150
seq3644,B_only,,49.0,,13,150
seq3645,both,43.0,122.0,70.0,8,150
seq3646,both,16.0,55.0,30.0,11,150
seq3647,B_only,,7.0,,14,150
seq3648,both,4.0,22.0,10.0,14,150
seq3649,A_only,7.0,,,14,150
seq3650,no_motif,,,,15,150
seq3651,both,3.0,60.0,50.0,0,150
seq3652,B_only,,120.0,,14,150
seq3653,B_only,,126.0,,0,150
seq3654,B_only,,8.0,,14,150
seq3655,A_only,27.0,,,0,150
seq3656,A_only,67.0,,,13,150
seq3657,both,20.0,68.0,40.0,10,150
seq3658,no_motif,,,,15,150
seq3659,both,22.0,100.0,70.0,7,150
seq3660,both,79.0,108.0,20.0,12,150
seq3661,A_only,101.0,,,14,150
seq3662,no_motif,,,,15,150
seq3663,both,69.0,109.0,30.0,12,150
seq3664,both,72.0,99.0,20.0,0,150
seq3665,both,12.0,30.0,10.0,13,150
seq3666,both,31.0,81.0,40.0,12,150
seq3667,A_only,139.0,,,0,150
seq3668,both,93.0,111.0,10.0,13,150
seq3669,no_motif,,,,15,150
seq3670,both,38.0,105.0,60.0,0,150
seq3671,B_only,,136.0,,0,150
seq3672,B_only,,37.0,,13,150
seq3673,both,91.0,108.0,10.0,0,150
seq3674,both,15.0,87.0,60.0,11,150
seq3675,A_only,15.0,,,13,150
seq3676,no_motif,,,,15,150
seq3677,both,13.0,90.0,70.0,0,150
seq3678,both,62.0,130.0,60.0,8,150
seq3679,both,98.0,116.0,10.0,12,150
seq3680,A_only,93.0,,,14,150
seq3681,both,81.0,109.0,20.0,12,150
seq3682,A_only,138.0,,,0,150
seq3683,A_only,103.0,,,14,150
seq3684,B_only,,20.0,,0,150
seq3685,B_only,,121.0,,14,150
seq3686,no_motif,,,,15,150
seq3687,B_only,,57.0,,0,150
seq3688,both,15.0,92.0,70.0,0,150
seq3689,both,18.0,134.0,100.0,11,150
seq3690,both,9.0,60.0,40.0,13,150
seq3691,both,14.0,54.0,30.0,12,150
seq3692,both,38.0,88.0,40.0,11,150
seq3693,B_only,,57.0,,13,150
seq3694,both,21.0,128.0,100.0,0,150
seq3695,both,4.0,44.0,30.0,13,150
seq3696,no_motif,,,,15,150
seq3697,A_only,93.0,,,14,150
seq3698,A_only,93.0,,,0,150
seq3699,no_motif,,,,15,150
seq3700,both,4.0,111.0,100.0,0,150
seq3701,A_only,93.0,,,14,150
seq3702,both,11.0,89.0,70.0,7,150
seq3703,both,81.0,131.0,40.0,12,150
seq3704,A_only,48.0,,,13,150
seq3705,both,13.0,81.0,60.0,8,150
seq3706,A_only,99.0,,,0,150
seq3707,both,119.0,137.0,10.0,13,150
seq3708,A_only,22.0,,,0,150
seq3709,A_only,121.0,,,14,150
seq3710,both,29.0,130.0,90.0,7,150
seq3711,both,1.0,95.0,80.0,12,150
seq3712,A_only,41.0,,,14,150
seq3713,both,26.0,88.0,50.0,12,150
seq3714,A_only,86.0,,,13,150
seq3715,both,24.0,111.0,80.0,0,150
seq3716,no_motif,,,,0,150
seq3717,A_only,14.0,,,13,150
seq3718,no_motif,,,,15,150
seq3719,both,99.0,117.0,10.0,12,150
seq3720,A_only,1.0,,,15,150
seq3721,A_only,86.0,,,13,150
seq3722,B_only,,60.0,,14,150
seq3723,B_only,,74.0,,13,150
seq3724,A_only,89.0,,,13,150
seq3725,both,70.0,99.0,20.0,13,150
seq3726,B_only,,100.0,,14,150
seq3727,A_only,88.0,,,0,150
seq3728,both,38.0,66.0,20.0,11,150
seq3729,B_only,,89.0,,13,150
seq3730,both,23.0,103.0,70.0,9,150
seq3731,B_only,,55.0,,13,150
seq3732,A_only,137.0,,,14,150
seq3733,B_only,,58.0,,0,150
seq3734,both,52.0,142.0,80.0,9,150
seq3735,B_only,,125.0,,13,150
seq3736,A_only,23.0,,,14,150
seq3737,both,59.0,88.0,20.0,12,150
seq3738,B_only,,3.0,,15,150
seq3739,B_only,,86.0,,0,150
seq3740,A_only,97.0,,,0,150
seq3741,both,25.0,76.0,40.0,12,150
seq3742,A_only,13.0,,,0,150
seq3743,B_only,,48.0,,13,150
seq3744,A_only,35.0,,,13,150
seq3745,B_only,,62.0,,14,150
seq3746,both,55.0,117.0,50.0,12,150
seq3747,both,102.0,142.0,30.0,14,150
seq3748,both,64.0,121.0,50.0,0,150
seq3749,both,38.0,67.0,20.0,12,150
seq3750,both,10.0,83.0,60.0,13,150
seq3751,both,35.0,108.0,60.0,12,150
seq3752,A_only,22.0,,,14,150
seq3753,B_only,,108.0,,13,150
seq3754,both,9.0,57.0,40.0,10,150
seq3755,both,6.0,120.0,100.0,10,150
seq3756,A_only,137.0,,,14,150
seq3757,B_only,,104.0,,13,150
seq3758,no_motif,,,,15,150
seq3759,A_only,51.0,,,14,150
seq3760,both,99.0,139.0,30.0,13,150
seq3761,both,37.0,119.0,70.0,10,150
seq3762,B_only,,138.0,,14,150
seq3763,B_only,,124.0,,13,150
seq3764,A_only,72.0,,,0,150
seq3765,no_motif,,,,15,150
seq3766,no_motif,,,,15,150
seq3767,A_only,88.0,,,13,150
seq3768,both,92.0,139.0,40.0,0,150
seq3769,both,25.0,128.0,90.0,9,150
seq3770,B_only,,29.0,,13,150
seq3771,no_motif,,,,15,150
seq3772,both,92.0,131.0,30.0,12,150
seq3773,no_motif,,,,0,150
seq3774,A_only,33.0,,,0,150
seq3775,both,84.0,112.0,20.0,12,150
seq3776,both,29.0,57.0,20.0,11,150
seq3777,B_only,,115.0,,13,150
seq3778,both,47.0,84.0,30.0,0,150
seq3779,A_only,121.0,,,14,150
seq3780,B_only,,3.0,,15,150
seq3781,A_only,113.0,,,14,150
seq3782,B_only,,63.0,,14,150
seq3783,B_only,,88.0,,13,150
seq3784,both,44.0,93.0,40.0,11,150
seq3785,both,9.0,68.0,50.0,10,150
seq3786,B_only,,98.0,,13,150
seq3787,B_only,,54.0,,0,150
seq3788,B_only,,58.0,,13,150
seq3789,B_only,,106.0,,0,150
seq3790,both,29.0,116.0,80.0,0,150
seq3791,B_only,,30.0,,14,150
seq3792,both,22.0,49.0,20.0,0,150
seq3793,A_only,37.0,,,13,150
seq3794,B_only,,42.0,,14,150
seq3795,both,81.0,99.0,10.0,13,150
seq3796,A_only,141.0,,,15,150
seq3797,A_only,41.0,,,14,150
seq3798,B_only,,102.0,,14,150
seq3799,both,79.0,126.0,40.0,0,150
seq3800,B_only,,12.0,,14,150
seq3801,both,13.0,111.0,90.0,5,150
seq3802,B_only,,56.0,,13,150
seq3803,both,96.0,124.0,20.0,11,150
seq3804,B_only,,142.0,,0,150
seq3805,both,28.0,135.0,100.0,0,150
seq3806,A_only,134.0,,,14,150
seq3807,A_only,65.0,,,13,150
seq3808,no_motif,,,,15,150
seq3809,A_only,31.0,,,14,150
seq3810,both,102.0,131.0,20.0,13,150
seq3811,both,6.0,35.0,20.0,13,150
seq3812,both,5.0,115.0,100.0,6,150
seq3813,A_only,20.0,,,14,150
seq3814,B_only,,113.0,,14,150
seq3815,both,48.0,97.0,40.0,10,150
seq3816,A_only,3.0,,,15,150
seq3817,both,26.0,107.0,70.0,9,150
seq3818,no_motif,,,,0,150
seq3819,both,60.0,89.0,20.0,13,150
seq3820,both,69.0,106.0,30.0,0,150
seq3821,A_only,26.0,,,13,150
seq3822,no_motif,,,,15,150
seq3823,both,50.0,68.0,10.0,13,150
seq3824,both,85.0,122.0,30.0,0,150
seq3825,B_only,,129.0,,13,150
seq3826,A_only,118.0,,,0,150
seq3827,B_only,,136.0,,0,150
seq3828,A_only,98.0,,,13,150
seq3829,A_only,124.0,,,0,150
seq3830,A_only,38.0,,,13,150
seq3831,A_only,16.0,,,0,150
seq3832,both,48.0,87.0,30.0,11,150
seq3833,B_only,,64.0,,0,150
seq3834,both,22.0,39.0,10.0,0,150
seq3835,no_motif,,,,15,150
seq3836,both,23.0,41.0,10.0,13,150
seq3837,both,36.0,128.0,80.0,9,150
seq3838,A_only,137.0,,,14,150
seq3839,both,67.0,84.0,10.0,0,150
seq3840,no_motif,,,,15,150
seq3841,A_only,40.0,,,14,150
seq3842,both,15.0,94.0,70.0,7,150
seq3843,A_only,44.0,,,0,150
seq3844,both,111.0,129.0,10.0,13,150
seq3845,both,18.0,99.0,70.0,9,150
seq3846,B_only,,36.0,,0,150
seq3847,A_only,96.0,,,13,150
seq3848,both,5.0,99.0,80.0,12,150
seq3849,B_only,,28.0,,13,150
seq3850,A_only,7.0,,,14,150
seq3851,no_motif,,,,15,150
seq3852,no_motif,,,,0,150
seq3853,B_only,,22.0,,0,150
seq3854,B_only,,67.0,,13,150
seq3855,both,12.0,40.0,20.0,12,150
seq3856,both,41.0,123.0,70.0,11,150
seq3857,no_motif,,,,15,150
seq3858,A_only,3.0,,,0,150
seq3859,B_only,,22.0,,14,150
seq3860,B_only,,117.0,,13,150
seq3861,both,86.0,133.0,40.0,0,150
seq3862,B_only,,129.0,,13,150
seq3863,B_only,,75.0,,13,150
seq3864,A_only,72.0,,,14,150
seq3865,B_only,,24.0,,13,150
seq3866,A_only,130.0,,,14,150
seq3867,both,24.0,86.0,50.0,12,150
seq3868,both,8.0,123.0,100.0,11,150
seq3869,no_motif,,,,0,150
seq3870,both,11.0,60.0,40.0,11,150
seq3871,B_only,,16.0,,13,150
seq3872,both,29.0,67.0,30.0,10,150
seq3873,no_motif,,,,15,150
seq3874,no_motif,,,,15,150
seq3875,A_only,54.0,,,0,150
seq3876,both,55.0,104.0,40.0,10,150
seq3877,both,51.0,118.0,60.0,0,150
seq3878,A_only,93.0,,,14,150
seq3879,A_only,99.0,,,13,150
seq3880,both,76.0,136.0,50.0,11,150
seq3881,B_only,,72.0,,0,150
seq3882,both,31.0,104.0,60.0,12,150
seq3883,A_only,10.0,,,14,150
seq3884,both,74.0,123.0,40.0,11,150
seq3885,both,65.0,122.0,50.0,0,150
seq3886,B_only,,28.0,,0,150
seq3887,both,40.0,121.0,70.0,10,150
seq3888,A_only,114.0,,,13,150
seq3889,B_only,,128.0,,13,150
seq3890,both,34.0,51.0,10.0,0,150
seq3891,A_only,69.0,,,13,150
seq3892,B_only,,4.0,,0,150
seq3893,no_motif,,,,15,150
seq3894,both,11.0,118.0,100.0,0,150
seq3895,B_only,,81.0,,0,150
seq3896,both,37.0,104.0,60.0,0,150
seq3897,B_only,,19.0,,13,150
seq3898,A_only,99.0,,,13,150
seq3899,B_only,,29.0,,13,150
seq3900,A_only,5.0,,,14,150
seq3901,both,37.0,65.0,20.0,11,150
seq3902,both,23.0,126.0,90.0,9,150
seq3903,no_motif,,,,0,150
seq3904,A_only,57.0,,,13,150
seq3905,both,62.0,113.0,40.0,13,150
seq3906,B_only,,31.0,,0,150
seq3907,both,13.0,100.0,80.0,0,150
seq3908,B_only,,117.0,,0,150
seq3909,A_only,143.0,,,0,150
seq3910,B_only,,40.0,,14,150
seq3911,B_only,,121.0,,14,150
seq3912,both,15.0,124.0,100.0,4,150
seq3913,both,23.0,82.0,50.0,10,150
seq3914,both,48.0,86.0,30.0,10,150
seq3915,both,86.0,135.0,40.0,11,150
seq3916,both,36.0,63.0,20.0,0,150
seq3917,both,16.0,103.0,80.0,0,150
seq3918,B_only,,35.0,,13,150
seq3919,no_motif,,,,15,150
seq3920,B_only,,103.0,,14,150
seq3921,no_motif,,,,0,150
seq3922,both,20.0,81.0,50.0,12,150
seq3923,both,75.0,113.0,30.0,11,150
seq3924,A_only,143.0,,,14,150
seq3925,both,30.0,90.0,50.0,11,150
seq3926,A_only,1.0,,,15,150
seq3927,B_only,,64.0,,13,150
seq3928,A_only,31.0,,,14,150
seq3929,A_only,43.0,,,0,150
seq3930,B_only,,40.0,,14,150
seq3931,no_motif,,,,0,150
seq3932,no_motif,,,,15,150
seq3933,both,31.0,68.0,30.0,0,150
seq3934,A_only,39.0,,,13,150
seq3935,both,92.0,110.0,10.0,13,150
seq3936,both,24.0,131.0,100.0,0,150
seq3937,B_only,,45.0,,13,150
seq3938,B_only,,80.0,,14,150
seq3939,no_motif,,,,0,150
seq3940,A_only,143.0,,,14,150
seq3941,both,1.0,107.0,90.0,13,150
seq3942,both,10.0,79.0,60.0,9,150
seq3943,B_only,,73.0,,14,150
seq3944,both,19.0,107.0,80.0,5,150
seq3945,B_only,,54.0,,13,150
seq3946,B_only,,103.0,,14,150
seq3947,both,18.0,85.0,60.0,0,150
seq3948,both,24.0,121.0,90.0,0,150
seq3949,both,63.0,90.0,20.0,0,150
seq3950,A_only,22.0,,,14,150
seq3951,both,17.0,90.0,60.0,12,150
seq3952,B_only,,17.0,,13,150
seq3953,B_only,,113.0,,14,150
seq3954,B_only,,28.0,,13,150
seq3955,A_only,124.0,,,13,150
seq3956,B_only,,129.0,,0,150
seq3957,B_only,,26.0,,13,150
seq3958,A_only,0.0,,,0,150
seq3959,B_only,,102.0,,14,150
seq3960,A_only,112.0,,,14,150
seq3961,B_only,,121.0,,14,150
seq3962,B_only,,143.0,,14,150
seq3963,B_only,,66.0,,13,150
seq3964,B_only,,131.0,,0,150
seq3965,A_only,61.0,,,14,150
seq3966,both,103.0,141.0,30.0,12,150
seq3967,A_only,111.0,,,14,150
seq3968,A_only,118.0,,,13,150
seq3969,A_only,118.0,,,0,150
seq3970,both,8.0,120.0,100.0,8,150
seq3971,both,0.0,91.0,80.0,9,150
seq3972,both,3.0,65.0,50.0,13,150
seq3973,both,45.0,112.0,60.0,0,150
seq3974,no_motif,,,,15,150
seq3975,A_only,31.0,,,14,150
seq3976,B_only,,43.0,,14,150
seq3977,B_only,,48.0,,0,150
seq3978,both,35.0,75.0,30.0,12,150
seq3979,no_motif,,,,15,150
seq3980,A_only,49.0,,,13,150
seq3981,A_only,114.0,,,13,150
seq3982,A_only,75.0,,,13,150
seq3983,A_only,106.0,,,13,150
seq3984,both,2.0,109.0,100.0,0,150
seq3985,A_only,88.0,,,13,150
seq3986,A_only,42.0,,,14,150
seq3987,B_only,,36.0,,0,150
seq3988,A_only,83.0,,,14,150
seq3989,both,36.0,133.0,90.0,0,150
seq3990,no_motif,,,,15,150
seq3991,both,8.0,89.0,70.0,10,150
seq3992,no_motif,,,,15,150
seq3993,A_only,116.0,,,13,150
seq3994,B_only,,130.0,,14,150
seq3995,both,31.0,80.0,40.0,11,150
seq3996,both,12.0,123.0,100.0,7,150
seq3997,B_only,,28.0,,13,150
seq3998,A_only,58.0,,,13,150
seq3999,both,30.0,130.0,90.0,7,150
seq4000,both,66.0,123.0,50.0,0,150
seq4001,B_only,,114.0,,13,150
seq4002,A_only,104.0,,,13,150
seq4003,both,82.0,143.0,50.0,12,150
seq4004,B_only,,54.0,,0,150
seq4005,B_only,,37.0,,13,150
seq4006,A_only,120.0,,,14,150
seq4007,B_only,,51.0,,0,150
seq4008,both,5.0,100.0,80.0,13,150
seq4009,B_only,,68.0,,13,150
seq4010,both,85.0,134.0,40.0,11,150
seq4011,both,25.0,109.0,70.0,12,150
seq4012,both,40.0,112.0,60.0,12,150
seq4013,B_only,,90.0,,14,150
seq4014,both,98.0,127.0,20.0,12,150
seq4015,both,4.0,86.0,70.0,11,150
seq4016,A_only,45.0,,,13,150
seq4017,both,27.0,107.0,70.0,8,150
seq4018,both,72.0,90.0,10.0,13,150
seq4019,B_only,,8.0,,0,150
seq4020,both,34.0,133.0,90.0,6,150
seq4021,both,20.0,122.0,90.0,9,150
seq4022,both,53.0,101.0,40.0,10,150
seq4023,B_only,,29.0,,0,150
seq4024,A_only,20.0,,,0,150
seq4025,no_motif,,,,0,150
seq4026,A_only,59.0,,,13,150
seq4027,A_only,130.0,,,14,150
seq4028,both,18.0,77.0,50.0,9,150
seq4029,both,35.0,143.0,100.0,4,150
seq4030,A_only,64.0,,,13,150
seq4031,A_only,31.0,,,0,150
seq4032,B_only,,9.0,,14,150
seq4033,A_only,48.0,,,0,150
seq4034,both,51.0,134.0,70.0,12,150
seq4035,B_only,,51.0,,14,150
seq4036,both,17.0,126.0,100.0,4,150
seq4037,both,50.0,101.0,40.0,13,150
seq4038,both,92.0,132.0,30.0,13,150
seq4039,B_only,,91.0,,0,150
seq4040,A_only,127.0,,,0,150
seq4041,both,30.0,97.0,60.0,0,150
seq4042,both,4.0,52.0,40.0,11,150
