id,position_of_motif_A,position_of_motif_B,gaplength,total_deletions_per_sequence,del_between
seq7562,35.0,138.0,90.0,10,6.0
seq7571,25.0,142.0,100.0,13,10.0
seq7573,26.0,44.0,10.0,12,1.0
seq7580,33.0,133.0,90.0,7,3.0
seq7583,4.0,75.0,60.0,11,4.0
seq7588,14.0,63.0,40.0,11,2.0
seq7589,39.0,112.0,60.0,12,6.0
seq7592,83.0,100.0,10.0,0,0.0
seq7594,88.0,138.0,40.0,12,3.0
seq7595,70.0,119.0,40.0,11,2.0
seq7596,9.0,48.0,30.0,12,2.0
seq7599,4.0,116.0,100.0,8,5.0
seq7604,47.0,117.0,60.0,9,3.0
seq7605,20.0,70.0,40.0,12,3.0
seq7607,39.0,123.0,70.0,12,7.0
seq7613,65.0,143.0,70.0,7,1.0
seq7614,41.0,92.0,40.0,13,4.0
seq7615,0.0,99.0,90.0,6,2.0
seq7617,23.0,127.0,90.0,10,7.0
seq7619,0.0,18.0,10.0,13,1.0
seq7620,13.0,97.0,70.0,12,7.0
seq7621,0.0,114.0,100.0,9,7.0
seq7622,35.0,75.0,30.0,12,3.0
seq7623,12.0,40.0,20.0,12,1.0
seq7627,77.0,104.0,20.0,0,0.0
seq7629,39.0,123.0,70.0,12,7.0
seq7631,21.0,68.0,40.0,0,0.0
seq7638,23.0,110.0,80.0,0,0.0
seq7644,13.0,93.0,70.0,9,3.0
seq7649,12.0,105.0,80.0,10,6.0
seq7650,9.0,125.0,100.0,11,9.0
seq7652,85.0,142.0,50.0,0,0.0
seq7654,74.0,122.0,40.0,10,1.0
seq7655,32.0,82.0,40.0,12,3.0
seq7659,26.0,103.0,70.0,0,0.0
seq7660,31.0,91.0,50.0,11,3.0
seq7663,9.0,125.0,100.0,11,9.0
seq7668,50.0,110.0,50.0,11,3.0
seq7670,14.0,121.0,100.0,0,0.0
seq7672,6.0,93.0,80.0,0,0.0
seq7676,74.0,141.0,60.0,0,0.0
seq7686,26.0,87.0,50.0,11,4.0
seq7688,17.0,119.0,90.0,8,5.0
seq7690,9.0,100.0,80.0,9,4.0
seq7691,30.0,123.0,80.0,11,6.0
seq7692,16.0,64.0,40.0,9,1.0
seq7693,51.0,143.0,80.0,10,5.0
seq7695,13.0,118.0,90.0,11,8.0
seq7699,109.0,137.0,20.0,12,1.0
seq7700,23.0,62.0,30.0,12,2.0
seq7704,19.0,37.0,10.0,12,1.0
seq7705,38.0,137.0,90.0,6,2.0
seq7708,42.0,79.0,30.0,0,0.0
seq7709,56.0,85.0,20.0,12,2.0
seq7714,95.0,123.0,20.0,12,1.0
seq7715,9.0,118.0,100.0,5,2.0
seq7717,88.0,105.0,10.0,0,0.0
seq7718,56.0,133.0,70.0,0,0.0
seq7719,24.0,52.0,20.0,12,1.0
seq7720,28.0,85.0,50.0,0,0.0
seq7723,30.0,58.0,20.0,12,1.0
seq7724,9.0,96.0,80.0,0,0.0
seq7726,58.0,87.0,20.0,12,2.0
seq7729,13.0,53.0,30.0,13,3.0
seq7730,64.0,123.0,50.0,10,2.0
seq7732,21.0,90.0,60.0,9,2.0
seq7733,48.0,66.0,10.0,12,1.0
seq7736,30.0,125.0,80.0,12,8.0
seq7741,36.0,139.0,90.0,10,6.0
seq7743,63.0,121.0,50.0,9,1.0
seq7744,10.0,28.0,10.0,13,1.0
seq7746,67.0,126.0,50.0,9,2.0
seq7750,73.0,140.0,60.0,0,0.0
seq7753,10.0,27.0,10.0,0,0.0
seq7754,37.0,105.0,60.0,7,1.0
seq7758,7.0,86.0,70.0,8,2.0
seq7761,35.0,132.0,90.0,0,0.0
seq7766,68.0,136.0,60.0,8,1.0
seq7768,19.0,96.0,70.0,0,0.0
seq7769,88.0,136.0,40.0,10,1.0
seq7771,11.0,94.0,70.0,11,6.0
seq7772,100.0,129.0,20.0,13,2.0
seq7775,73.0,140.0,60.0,0,0.0
seq7778,59.0,116.0,50.0,0,0.0
seq7780,11.0,92.0,70.0,10,4.0
seq7783,29.0,47.0,10.0,12,1.0
seq7784,25.0,140.0,100.0,11,8.0
seq7790,80.0,138.0,50.0,10,1.0
seq7796,20.0,129.0,100.0,5,2.0
seq7801,101.0,119.0,10.0,13,1.0
seq7806,44.0,128.0,70.0,12,7.0
seq7809,48.0,118.0,60.0,9,3.0
seq7814,51.0,68.0,10.0,0,0.0
seq7816,22.0,134.0,100.0,8,5.0
seq7818,55.0,125.0,60.0,9,3.0
seq7820,13.0,101.0,80.0,6,1.0
seq7825,10.0,124.0,100.0,9,7.0
seq7826,15.0,63.0,40.0,10,1.0
seq7830,23.0,114.0,80.0,8,4.0
seq7832,59.0,141.0,70.0,11,5.0
seq7833,98.0,137.0,30.0,12,2.0
seq7837,14.0,121.0,100.0,0,0.0
seq7838,64.0,82.0,10.0,13,1.0
seq7846,1.0,98.0,90.0,0,0.0
seq7850,14.0,103.0,80.0,7,2.0
seq7856,98.0,137.0,30.0,12,2.0
seq7857,36.0,140.0,90.0,11,7.0
seq7861,37.0,139.0,90.0,9,5.0
seq7862,45.0,132.0,80.0,0,0.0
seq7867,1.0,28.0,20.0,0,0.0
seq7869,69.0,120.0,40.0,12,4.0
seq7874,23.0,124.0,90.0,7,4.0
seq7879,56.0,125.0,60.0,8,2.0
seq7884,2.0,81.0,70.0,9,2.0
seq7886,35.0,132.0,90.0,0,0.0
seq7889,92.0,139.0,40.0,0,0.0
seq7890,33.0,50.0,10.0,0,0.0
seq7893,27.0,45.0,10.0,12,1.0
seq7894,23.0,100.0,70.0,0,0.0
seq7895,23.0,139.0,100.0,12,9.0
seq7896,29.0,142.0,100.0,9,6.0
seq7898,102.0,131.0,20.0,13,2.0
seq7900,44.0,62.0,10.0,13,1.0
seq7903,7.0,74.0,60.0,0,0.0
seq7906,44.0,139.0,80.0,13,8.0
seq7907,38.0,56.0,10.0,12,1.0
seq7908,93.0,111.0,10.0,13,1.0
seq7909,13.0,118.0,90.0,11,8.0
seq7911,48.0,76.0,20.0,11,1.0
seq7912,77.0,116.0,30.0,11,2.0
seq7913,34.0,124.0,80.0,7,3.0
seq7919,89.0,129.0,30.0,12,3.0
seq7928,65.0,83.0,10.0,13,1.0
seq7930,11.0,72.0,50.0,12,4.0
seq7931,47.0,87.0,30.0,12,3.0
seq7933,30.0,127.0,90.0,0,0.0
seq7934,4.0,119.0,100.0,11,8.0
seq7937,24.0,92.0,60.0,8,1.0
seq7938,1.0,109.0,100.0,5,1.0
seq7939,67.0,128.0,50.0,11,4.0
seq7940,19.0,123.0,90.0,10,7.0
seq7941,100.0,118.0,10.0,13,1.0
seq7942,34.0,102.0,60.0,8,1.0
seq7945,21.0,132.0,100.0,7,4.0
seq7946,23.0,52.0,20.0,13,2.0
seq7947,54.0,136.0,70.0,11,5.0
seq7949,2.0,81.0,70.0,9,2.0
seq7950,21.0,138.0,100.0,13,10.0
seq7951,106.0,135.0,20.0,13,2.0
seq7954,34.0,126.0,80.0,9,5.0
seq7955,81.0,110.0,20.0,13,2.0
seq7956,44.0,125.0,70.0,9,4.0
seq7957,38.0,95.0,50.0,0,0.0
seq7958,15.0,98.0,70.0,11,6.0
seq7960,82.0,142.0,50.0,12,3.0
seq7963,46.0,85.0,30.0,11,2.0
seq7965,72.0,90.0,10.0,13,1.0
seq7966,12.0,79.0,60.0,0,0.0
seq7967,20.0,38.0,10.0,13,1.0
seq7972,21.0,78.0,50.0,0,0.0
seq7975,94.0,112.0,10.0,13,1.0
seq7984,51.0,129.0,70.0,7,1.0
seq7990,72.0,134.0,50.0,13,5.0
seq7992,24.0,51.0,20.0,0,0.0
seq7994,25.0,127.0,90.0,8,5.0
seq7995,13.0,102.0,80.0,7,2.0
seq7996,40.0,89.0,40.0,11,2.0
seq7999,11.0,113.0,90.0,9,5.0
seq8001,44.0,128.0,70.0,12,7.0
seq8004,34.0,61.0,20.0,0,0.0
seq8009,12.0,62.0,40.0,12,3.0
seq8010,40.0,127.0,80.0,0,0.0
seq8012,20.0,69.0,40.0,11,2.0
seq8015,42.0,129.0,80.0,0,0.0
seq8019,37.0,76.0,30.0,11,2.0
seq8021,28.0,139.0,100.0,7,4.0
seq8023,8.0,26.0,10.0,13,1.0
seq8024,11.0,118.0,100.0,0,0.0
seq8026,28.0,96.0,60.0,7,1.0
seq8028,17.0,130.0,100.0,8,6.0
seq8029,1.0,100.0,90.0,7,2.0
seq8030,42.0,80.0,30.0,11,1.0
seq8031,28.0,125.0,90.0,0,0.0
seq8035,48.0,135.0,80.0,0,0.0
seq8045,19.0,121.0,90.0,8,5.0
seq8046,53.0,110.0,50.0,0,0.0
seq8049,7.0,45.0,30.0,11,1.0
seq8052,22.0,40.0,10.0,13,1.0
seq8054,34.0,113.0,70.0,8,2.0
seq8055,13.0,90.0,70.0,0,0.0
seq8057,34.0,107.0,60.0,12,6.0
seq8068,11.0,29.0,10.0,13,1.0
seq8069,25.0,119.0,80.0,11,7.0
seq8075,1.0,38.0,30.0,0,0.0
seq8078,35.0,134.0,90.0,6,2.0
seq8082,91.0,109.0,10.0,13,1.0
seq8083,68.0,128.0,50.0,10,3.0
seq8086,17.0,86.0,60.0,8,2.0
seq8088,39.0,142.0,90.0,10,6.0
seq8090,76.0,143.0,60.0,0,0.0
seq8091,15.0,53.0,30.0,11,1.0
seq8095,6.0,109.0,90.0,10,6.0
seq8097,58.0,85.0,20.0,0,0.0
seq8098,53.0,80.0,20.0,0,0.0
seq8099,12.0,126.0,100.0,9,7.0
seq8100,51.0,100.0,40.0,11,2.0
seq8101,18.0,66.0,40.0,9,1.0
seq8102,91.0,120.0,20.0,13,2.0
seq8103,7.0,98.0,80.0,9,4.0
seq8105,14.0,106.0,80.0,9,5.0
seq8107,17.0,57.0,30.0,12,3.0
seq8108,54.0,81.0,20.0,0,0.0
seq8109,39.0,142.0,90.0,10,6.0
seq8113,11.0,88.0,70.0,0,0.0
seq8114,74.0,131.0,50.0,0,0.0
seq8117,7.0,121.0,100.0,10,7.0
seq8119,16.0,109.0,80.0,10,6.0
seq8120,59.0,127.0,60.0,7,1.0
seq8122,40.0,89.0,40.0,11,2.0
seq8123,7.0,94.0,80.0,0,0.0
seq8124,37.0,74.0,30.0,0,0.0
seq8127,27.0,108.0,70.0,9,4.0
seq8128,22.0,119.0,90.0,0,0.0
seq8129,51.0,140.0,80.0,8,2.0
seq8132,0.0,104.0,90.0,10,7.0
seq8134,71.0,120.0,40.0,11,2.0
seq8135,69.0,87.0,10.0,12,1.0
seq8139,58.0,86.0,20.0,11,1.0
seq8142,16.0,33.0,10.0,0,0.0
seq8143,49.0,87.0,30.0,10,1.0
seq8144,12.0,82.0,60.0,10,3.0
seq8146,21.0,118.0,90.0,0,0.0
seq8147,45.0,63.0,10.0,13,1.0
seq8149,58.0,86.0,20.0,11,1.0
seq8150,69.0,118.0,40.0,10,2.0
seq8152,47.0,124.0,70.0,0,0.0
seq8154,88.0,106.0,10.0,12,1.0
seq8155,20.0,117.0,90.0,0,0.0
seq8157,61.0,138.0,70.0,0,0.0
seq8160,3.0,80.0,70.0,0,0.0
seq8168,34.0,143.0,100.0,5,2.0
seq8169,33.0,71.0,30.0,11,1.0
seq8173,27.0,56.0,20.0,12,2.0
seq8174,28.0,143.0,100.0,10,8.0
seq8176,29.0,134.0,90.0,11,8.0
seq8177,0.0,48.0,40.0,10,1.0
seq8180,52.0,130.0,70.0,7,1.0
seq8183,60.0,97.0,30.0,0,0.0
seq8184,114.0,142.0,20.0,13,1.0
seq8185,34.0,127.0,80.0,10,6.0
seq8188,35.0,117.0,70.0,10,5.0
seq8189,4.0,107.0,90.0,10,6.0
seq8191,27.0,136.0,100.0,5,2.0
seq8195,97.0,136.0,30.0,12,2.0
seq8196,2.0,112.0,100.0,7,3.0
seq8197,28.0,105.0,70.0,0,0.0
seq8198,0.0,47.0,40.0,0,0.0
seq8200,17.0,124.0,100.0,0,0.0
seq8201,3.0,111.0,100.0,5,1.0
seq8204,33.0,81.0,40.0,10,1.0
seq8205,4.0,81.0,70.0,0,0.0
seq8207,24.0,121.0,90.0,0,0.0
seq8208,1.0,39.0,30.0,12,1.0
seq8211,28.0,116.0,80.0,5,1.0
seq8214,49.0,88.0,30.0,11,2.0
seq8216,63.0,102.0,30.0,12,2.0
seq8220,57.0,84.0,20.0,0,0.0
seq8221,112.0,140.0,20.0,13,1.0
seq8222,36.0,135.0,90.0,6,2.0
seq8223,28.0,75.0,40.0,0,0.0
seq8227,27.0,130.0,90.0,9,6.0
seq8232,2.0,42.0,30.0,14,3.0
seq8233,12.0,117.0,90.0,11,8.0
seq8235,3.0,97.0,80.0,12,7.0
seq8236,33.0,121.0,80.0,6,1.0
seq8237,55.0,103.0,40.0,10,1.0
seq8241,31.0,49.0,10.0,13,1.0
seq8245,56.0,126.0,60.0,9,3.0
seq8246,3.0,101.0,90.0,6,1.0
seq8248,9.0,38.0,20.0,13,2.0
seq8253,29.0,116.0,80.0,0,0.0
seq8254,7.0,25.0,10.0,13,1.0
seq8260,19.0,132.0,100.0,8,6.0
seq8263,48.0,87.0,30.0,11,2.0
seq8264,1.0,59.0,50.0,10,1.0
seq8265,36.0,117.0,70.0,9,4.0
seq8268,11.0,62.0,40.0,13,4.0
seq8269,115.0,143.0,20.0,12,1.0
seq8270,46.0,64.0,10.0,12,1.0
seq8273,103.0,132.0,20.0,13,2.0
seq8275,13.0,125.0,100.0,7,5.0
seq8276,0.0,67.0,60.0,0,0.0
seq8279,26.0,133.0,100.0,0,0.0
seq8280,52.0,130.0,70.0,7,1.0
seq8281,32.0,139.0,100.0,0,0.0
seq8284,29.0,116.0,80.0,0,0.0
seq8289,27.0,124.0,90.0,0,0.0
seq8290,23.0,129.0,90.0,12,9.0
seq8292,4.0,74.0,60.0,10,3.0
seq8294,3.0,81.0,70.0,8,1.0
seq8296,17.0,74.0,50.0,0,0.0
seq8304,107.0,125.0,10.0,12,1.0
seq8309,61.0,89.0,20.0,12,1.0
seq8314,0.0,95.0,80.0,12,8.0
seq8316,48.0,119.0,60.0,10,4.0
seq8318,89.0,117.0,20.0,11,1.0
seq8320,28.0,111.0,70.0,11,6.0
seq8322,82.0,121.0,30.0,12,2.0
seq8326,41.0,78.0,30.0,0,0.0
seq8327,10.0,80.0,60.0,10,3.0
seq8330,37.0,134.0,90.0,0,0.0
seq8332,1.0,98.0,90.0,0,0.0
seq8333,91.0,141.0,40.0,13,3.0
seq8335,9.0,69.0,50.0,11,3.0
seq8336,0.0,27.0,20.0,0,0.0
seq8338,35.0,73.0,30.0,11,1.0
seq8341,42.0,60.0,10.0,13,1.0
seq8342,19.0,126.0,100.0,0,0.0
seq8344,14.0,125.0,100.0,6,4.0
seq8345,93.0,133.0,30.0,13,3.0
seq8346,71.0,131.0,50.0,11,3.0
seq8350,24.0,74.0,40.0,11,3.0
seq8353,47.0,119.0,60.0,11,5.0
seq8354,32.0,50.0,10.0,13,1.0
seq8355,54.0,81.0,20.0,0,0.0
seq8358,4.0,44.0,30.0,13,3.0
seq8360,33.0,110.0,70.0,0,0.0
seq8363,29.0,134.0,90.0,11,8.0
seq8365,4.0,31.0,20.0,0,0.0
seq8369,79.0,108.0,20.0,12,2.0
seq8373,59.0,97.0,30.0,10,1.0
seq8375,101.0,141.0,30.0,14,3.0
seq8378,45.0,74.0,20.0,12,2.0
seq8379,47.0,65.0,10.0,12,1.0
seq8381,60.0,121.0,50.0,12,4.0
seq8384,66.0,126.0,50.0,10,3.0
seq8388,15.0,110.0,80.0,12,8.0
seq8391,3.0,82.0,70.0,9,2.0
seq8392,11.0,60.0,40.0,11,2.0
seq8393,45.0,112.0,60.0,0,0.0
seq8395,54.0,115.0,50.0,11,4.0
seq8396,57.0,116.0,50.0,9,2.0
seq8400,42.0,80.0,30.0,11,1.0
seq8402,68.0,115.0,40.0,0,0.0
seq8410,26.0,64.0,30.0,10,1.0
seq8412,20.0,49.0,20.0,13,2.0
seq8423,40.0,122.0,70.0,11,5.0
seq8425,18.0,55.0,30.0,0,0.0
seq8426,13.0,31.0,10.0,13,1.0
seq8430,53.0,126.0,60.0,12,6.0
seq8436,56.0,127.0,60.0,10,4.0
seq8438,9.0,27.0,10.0,13,1.0
seq8442,113.0,141.0,20.0,13,1.0
seq8447,12.0,51.0,30.0,12,2.0
seq8449,61.0,110.0,40.0,11,2.0
seq8450,72.0,130.0,50.0,9,1.0
seq8452,86.0,114.0,20.0,11,1.0
seq8456,30.0,77.0,40.0,0,0.0
seq8457,33.0,112.0,70.0,8,2.0
seq8459,113.0,131.0,10.0,13,1.0
seq8461,1.0,19.0,10.0,14,1.0
seq8463,19.0,59.0,30.0,12,3.0
seq8464,44.0,124.0,70.0,8,3.0
seq8468,32.0,110.0,70.0,7,1.0
seq8477,25.0,65.0,30.0,12,3.0
seq8478,88.0,126.0,30.0,10,1.0
seq8482,62.0,130.0,60.0,8,1.0
seq8483,81.0,99.0,10.0,13,1.0
seq8486,4.0,121.0,100.0,13,10.0
seq8487,34.0,91.0,50.0,0,0.0
seq8488,38.0,125.0,80.0,0,0.0
seq8491,21.0,59.0,30.0,11,1.0
seq8497,99.0,139.0,30.0,13,3.0
seq8499,74.0,132.0,50.0,9,1.0
seq8502,53.0,134.0,70.0,10,4.0
seq8504,26.0,96.0,60.0,9,3.0
seq8506,81.0,141.0,50.0,12,3.0
seq8513,51.0,113.0,50.0,13,5.0
seq8519,5.0,42.0,30.0,0,0.0
seq8520,61.0,112.0,40.0,13,4.0
seq8521,28.0,55.0,20.0,0,0.0
seq8523,56.0,143.0,80.0,0,0.0
seq8526,60.0,88.0,20.0,12,1.0
seq8528,22.0,59.0,30.0,0,0.0
seq8531,5.0,89.0,70.0,13,7.0
seq8532,3.0,73.0,60.0,11,3.0
seq8534,41.0,129.0,80.0,6,1.0
seq8537,47.0,76.0,20.0,12,2.0
seq8540,1.0,95.0,80.0,12,7.0
seq8541,13.0,127.0,100.0,9,7.0
seq8545,14.0,130.0,100.0,11,9.0
seq8548,8.0,25.0,10.0,0,0.0
seq8551,77.0,94.0,10.0,0,0.0
seq8552,0.0,18.0,10.0,13,1.0
seq8553,7.0,105.0,90.0,5,1.0
seq8560,12.0,120.0,100.0,4,1.0
seq8562,2.0,39.0,30.0,0,0.0
seq8563,31.0,125.0,80.0,11,7.0
seq8567,22.0,127.0,90.0,11,8.0
seq8570,0.0,94.0,80.0,11,7.0
seq8572,23.0,73.0,40.0,12,3.0
seq8574,83.0,130.0,40.0,0,0.0
seq8577,23.0,62.0,30.0,12,2.0
seq8580,13.0,85.0,60.0,11,5.0
seq8581,0.0,107.0,100.0,0,0.0
seq8582,6.0,123.0,100.0,13,10.0
seq8583,60.0,100.0,30.0,13,3.0
seq8584,6.0,73.0,60.0,0,0.0
seq8585,30.0,92.0,50.0,13,5.0
seq8593,66.0,113.0,40.0,0,0.0
seq8595,45.0,95.0,40.0,11,3.0
seq8596,34.0,111.0,70.0,0,0.0
seq8601,34.0,131.0,90.0,0,0.0
seq8604,8.0,66.0,50.0,9,1.0
seq8605,72.0,131.0,50.0,10,2.0
seq8606,51.0,138.0,80.0,0,0.0
seq8607,50.0,67.0,10.0,0,0.0
seq8612,81.0,128.0,40.0,0,0.0
seq8614,45.0,102.0,50.0,0,0.0
seq8620,76.0,103.0,20.0,0,0.0
seq8622,46.0,125.0,70.0,7,2.0
seq8624,35.0,113.0,70.0,7,1.0
seq8625,22.0,91.0,60.0,9,2.0
seq8626,49.0,86.0,30.0,0,0.0
seq8628,1.0,74.0,60.0,13,6.0
seq8630,17.0,134.0,100.0,12,10.0
seq8637,19.0,101.0,70.0,10,5.0
seq8639,46.0,143.0,90.0,0,0.0
seq8640,32.0,115.0,70.0,11,6.0
seq8645,47.0,137.0,80.0,8,3.0
seq8649,72.0,111.0,30.0,12,2.0
seq8650,2.0,90.0,80.0,7,1.0
seq8652,63.0,130.0,60.0,0,0.0
seq8655,15.0,126.0,100.0,6,4.0
seq8660,7.0,74.0,60.0,0,0.0
seq8663,47.0,74.0,20.0,0,0.0
seq8665,49.0,130.0,70.0,9,4.0
seq8672,28.0,116.0,80.0,5,1.0
seq8673,29.0,76.0,40.0,0,0.0
seq8676,54.0,71.0,10.0,0,0.0
seq8678,60.0,78.0,10.0,13,1.0
seq8680,0.0,47.0,40.0,0,0.0
seq8681,10.0,77.0,60.0,0,0.0
seq8683,11.0,105.0,80.0,11,7.0
seq8684,93.0,111.0,10.0,13,1.0
seq8685,30.0,107.0,70.0,0,0.0
seq8686,9.0,67.0,50.0,9,1.0
seq8687,23.0,60.0,30.0,0,0.0
seq8689,41.0,78.0,30.0,0,0.0
seq8690,54.0,138.0,70.0,13,7.0
seq8702,71.0,142.0,60.0,12,4.0
seq8709,63.0,90.0,20.0,0,0.0
seq8710,9.0,68.0,50.0,10,2.0
seq8721,38.0,88.0,40.0,11,3.0
seq8724,28.0,116.0,80.0,5,1.0
seq8728,12.0,61.0,40.0,11,2.0
seq8733,51.0,108.0,50.0,0,0.0
seq8735,12.0,30.0,10.0,13,1.0
seq8739,60.0,87.0,20.0,0,0.0
seq8743,84.0,124.0,30.0,12,3.0
seq8744,27.0,114.0,80.0,0,0.0
seq8748,15.0,118.0,90.0,9,6.0
seq8749,21.0,123.0,90.0,9,5.0
seq8758,26.0,107.0,70.0,9,4.0
seq8760,23.0,80.0,50.0,0,0.0
seq8761,5.0,63.0,50.0,10,1.0
seq8763,15.0,119.0,90.0,10,7.0
seq8765,67.0,138.0,60.0,11,4.0
seq8769,27.0,56.0,20.0,12,2.0
seq8770,58.0,115.0,50.0,0,0.0
seq8771,117.0,135.0,10.0,13,1.0
seq8772,40.0,140.0,90.0,8,3.0
seq8774,39.0,110.0,60.0,10,4.0
seq8775,22.0,69.0,40.0,0,0.0
seq8776,61.0,100.0,30.0,12,2.0
seq8779,31.0,68.0,30.0,0,0.0
seq8786,51.0,141.0,80.0,9,3.0
seq8796,11.0,98.0,80.0,0,0.0
seq8797,68.0,95.0,20.0,0,0.0
seq8798,33.0,60.0,20.0,0,0.0
seq8803,12.0,111.0,90.0,6,2.0
seq8804,95.0,133.0,30.0,11,1.0
seq8808,39.0,87.0,40.0,9,1.0
seq8810,68.0,107.0,30.0,11,2.0
seq8811,95.0,113.0,10.0,13,1.0
seq8813,25.0,138.0,100.0,9,6.0
seq8815,84.0,113.0,20.0,13,2.0
seq8819,49.0,126.0,70.0,0,0.0
seq8820,90.0,127.0,30.0,0,0.0
seq8821,32.0,122.0,80.0,8,3.0
seq8822,0.0,71.0,60.0,11,4.0
seq8823,8.0,76.0,60.0,8,1.0
seq8824,32.0,127.0,80.0,12,8.0
seq8826,25.0,126.0,90.0,7,4.0
seq8830,57.0,118.0,50.0,11,4.0
seq8834,28.0,85.0,50.0,0,0.0
seq8836,29.0,131.0,90.0,8,5.0
seq8837,35.0,135.0,90.0,7,3.0
seq8842,1.0,79.0,70.0,8,1.0
seq8843,95.0,124.0,20.0,12,2.0
seq8845,31.0,119.0,80.0,6,1.0
seq8851,34.0,134.0,90.0,7,3.0
seq8853,26.0,103.0,70.0,0,0.0
seq8854,15.0,73.0,50.0,9,1.0
seq8857,34.0,135.0,90.0,8,4.0
seq8858,83.0,122.0,30.0,12,2.0
seq8859,3.0,30.0,20.0,0,0.0
seq8861,29.0,142.0,100.0,9,6.0
seq8863,33.0,143.0,100.0,6,3.0
seq8865,20.0,123.0,90.0,10,6.0
seq8867,5.0,112.0,100.0,0,0.0
seq8869,78.0,107.0,20.0,12,2.0
seq8872,121.0,138.0,10.0,0,0.0
seq8875,29.0,142.0,100.0,9,6.0
seq8879,55.0,105.0,40.0,11,3.0
seq8884,23.0,123.0,90.0,7,3.0
seq8885,23.0,130.0,100.0,0,0.0
seq8887,11.0,99.0,80.0,6,1.0
seq8889,26.0,142.0,100.0,12,9.0
seq8890,35.0,143.0,100.0,4,1.0
seq8891,34.0,136.0,90.0,9,5.0
seq8894,12.0,121.0,100.0,5,2.0
seq8896,4.0,22.0,10.0,14,1.0
seq8897,50.0,117.0,60.0,0,0.0
seq8898,74.0,133.0,50.0,10,2.0
seq8899,72.0,112.0,30.0,13,3.0
seq8903,38.0,122.0,70.0,12,7.0
seq8904,34.0,52.0,10.0,13,1.0
seq8905,15.0,127.0,100.0,7,5.0
seq8909,16.0,118.0,90.0,8,5.0
seq8910,71.0,111.0,30.0,13,3.0
seq8911,20.0,89.0,60.0,9,2.0
seq8913,15.0,43.0,20.0,12,1.0
seq8919,96.0,125.0,20.0,12,2.0
seq8921,7.0,64.0,50.0,0,0.0
seq8922,71.0,110.0,30.0,12,2.0
seq8923,28.0,85.0,50.0,0,0.0
seq8925,26.0,93.0,60.0,0,0.0
seq8928,58.0,137.0,70.0,8,2.0
seq8942,61.0,133.0,60.0,12,5.0
seq8944,15.0,122.0,100.0,0,0.0
seq8946,106.0,124.0,10.0,12,1.0
seq8947,14.0,82.0,60.0,8,1.0
seq8949,39.0,110.0,60.0,10,4.0
seq8955,9.0,27.0,10.0,13,1.0
seq8959,56.0,73.0,10.0,0,0.0
seq8960,86.0,113.0,20.0,0,0.0
seq8964,38.0,126.0,80.0,5,1.0
seq8966,1.0,68.0,60.0,0,0.0
seq8967,45.0,63.0,10.0,13,1.0
seq8969,23.0,140.0,100.0,13,10.0
seq8971,52.0,91.0,30.0,12,2.0
seq8973,8.0,113.0,90.0,12,8.0
seq8974,17.0,134.0,100.0,12,10.0
seq8979,49.0,133.0,70.0,12,7.0
seq8981,22.0,59.0,30.0,0,0.0
seq8984,24.0,131.0,100.0,0,0.0
seq8985,71.0,138.0,60.0,0,0.0
seq8987,75.0,137.0,50.0,13,5.0
seq8988,38.0,77.0,30.0,11,2.0
seq8989,33.0,131.0,90.0,5,1.0
seq8990,107.0,124.0,10.0,0,0.0
seq8991,6.0,73.0,60.0,0,0.0
seq8993,4.0,95.0,80.0,9,4.0
seq8994,27.0,94.0,60.0,0,0.0
seq8995,39.0,86.0,40.0,0,0.0
seq9000,14.0,53.0,30.0,12,2.0
seq9001,40.0,100.0,50.0,11,3.0
seq9003,10.0,78.0,60.0,8,1.0
seq9009,70.0,109.0,30.0,12,2.0
seq9011,39.0,57.0,10.0,12,1.0
seq9014,37.0,66.0,20.0,12,2.0
seq9015,51.0,124.0,60.0,12,6.0
seq9019,13.0,53.0,30.0,13,3.0
seq9020,97.0,137.0,30.0,13,3.0
seq9022,15.0,130.0,100.0,10,8.0
seq9024,87.0,135.0,40.0,10,1.0
seq9026,25.0,119.0,80.0,11,7.0
seq9031,33.0,115.0,70.0,10,5.0
seq9032,17.0,111.0,80.0,11,7.0
seq9035,32.0,139.0,100.0,0,0.0
seq9036,24.0,123.0,90.0,6,2.0
seq9038,40.0,100.0,50.0,11,3.0
seq9043,30.0,143.0,100.0,9,6.0
seq9045,8.0,115.0,100.0,0,0.0
seq9051,19.0,46.0,20.0,0,0.0
seq9053,26.0,110.0,70.0,12,7.0
seq9055,102.0,141.0,30.0,13,2.0
seq9056,30.0,97.0,60.0,0,0.0
seq9058,9.0,89.0,70.0,9,3.0
seq9059,8.0,125.0,100.0,12,10.0
seq9063,47.0,75.0,20.0,11,1.0
seq9065,57.0,136.0,70.0,8,2.0
seq9069,42.0,69.0,20.0,0,0.0
seq9074,69.0,118.0,40.0,10,2.0
seq9078,16.0,119.0,90.0,9,6.0
seq9081,10.0,115.0,90.0,11,8.0
seq9082,22.0,70.0,40.0,10,1.0
seq9083,58.0,137.0,70.0,8,2.0
seq9084,17.0,94.0,70.0,0,0.0
seq9087,35.0,112.0,70.0,0,0.0
seq9088,80.0,138.0,50.0,10,1.0
seq9090,1.0,84.0,70.0,12,6.0
seq9091,56.0,123.0,60.0,0,0.0
seq9094,113.0,140.0,20.0,0,0.0
seq9097,51.0,108.0,50.0,0,0.0
